200,-0.120986133
481,-0.122788762
386,-0.129013192
394,-0.137810206
550,-0.153747498
752,-0.168888874
449,-0.17097201
105,-0.183793223
618,-0.19433834
326,-0.197972455
45,-0.219879924
754,-0.222004685
486,-0.227397669
104,-0.23009131
248,-0.240285244
249,-0.258050059
401,-0.266636755
632,-0.272929336
333,-0.27309619
58,-0.274278469
415,-0.277924701
194,-0.300440303
315,-0.303881214
674,-0.315151723
590,-0.321791787
423,-0.330947372
259,-0.334973987
37,-0.3388515
683,-0.342173297
62,-0.343852671
177,-0.350573681
663,-0.35291196
255,-0.362914595
646,-0.365609431
749,-0.386367758
337,-0.389736287
487,-0.389852428
726,-0.390447775
729,-0.397163516
8,-0.399115401
589,-0.405814622
80,-0.407383682
781,-0.420662091
399,-0.430481261
715,-0.440735229
305,-0.44220021
113,-0.452209364
404,-0.476024705
311,-0.484572298
612,-0.55181867
567,-0.554595272
98,-0.570638514
693,-0.600514719
319,-0.601643437
466,-0.608951497
705,-0.63060069
118,-0.630899074
389,-0.642983633
38,-0.697666139
439,-0.704286096
665,-0.709933322
97,-0.720136693
686,-0.739565713
643,-0.744475217
649,-0.750606598
600,-0.763605045
103,-0.792448227
540,-0.799660095
568,-0.871989265
798,-0.904500641
687,-0.988370694
504,-0.999985703
518,-1.049692744
270,-1.082450054
498,-1.189648284
358,-1.195481705
146,-1.208152424
42,-1.221390435
411,-1.328269948
190,NULL
785,NULL
3,NULL
787,NULL
23,NULL
26,NULL
27,NULL
28,NULL
18,NULL
31,NULL
32,NULL
791,NULL
69,NULL
75,NULL
76,NULL
81,NULL
83,NULL
5,NULL
87,NULL
181,NULL
89,NULL
95,NULL
99,NULL
43,NULL
107,NULL
109,NULL
48,NULL
203,NULL
50,NULL
115,NULL
116,NULL
51,NULL
123,NULL
124,NULL
125,NULL
126,NULL
128,NULL
129,NULL
130,NULL
131,NULL
159,NULL
173,NULL
41,NULL
191,NULL
225,NULL
262,NULL
263,NULL
56,NULL
684,NULL
155,NULL
320,NULL
158,NULL
323,NULL
325,NULL
328,NULL
160,NULL
330,NULL
161,NULL
335,NULL
339,NULL
340,NULL
341,NULL
349,NULL
355,NULL
356,NULL
167,NULL
360,NULL
778,NULL
363,NULL
366,NULL
367,NULL
369,NULL
371,NULL
373,NULL
376,NULL
379,NULL
381,NULL
382,NULL
387,NULL
388,NULL
182,NULL
390,NULL
391,NULL
132,NULL
396,NULL
397,NULL
398,NULL
403,NULL
188,NULL
408,NULL
409,NULL
410,NULL
412,NULL
413,NULL
416,NULL
417,NULL
424,NULL
306,NULL
428,NULL
436,NULL
440,NULL
443,NULL
445,NULL
451,NULL
202,NULL
457,NULL
458,NULL
464,NULL
465,NULL
469,NULL
472,NULL
206,NULL
475,NULL
476,NULL
478,NULL
479,NULL
211,NULL
485,NULL
488,NULL
215,NULL
494,NULL
495,NULL
499,NULL
502,NULL
505,NULL
506,NULL
507,NULL
229,NULL
513,NULL
514,NULL
516,NULL
519,NULL
521,NULL
529,NULL
537,NULL
538,NULL
539,NULL
544,NULL
546,NULL
547,NULL
549,NULL
551,NULL
554,NULL
555,NULL
252,NULL
558,NULL
561,NULL
564,NULL
258,NULL
572,NULL
573,NULL
576,NULL
580,NULL
582,NULL
587,NULL
588,NULL
265,NULL
268,NULL
593,NULL
596,NULL
598,NULL
272,NULL
602,NULL
689,NULL
690,NULL
698,NULL
709,NULL
711,NULL
712,NULL
714,NULL
718,NULL
721,NULL
35,NULL
730,NULL
731,NULL
742,NULL
743,NULL
744,NULL
163,NULL
750,NULL
751,NULL
164,NULL
756,NULL
758,NULL
760,NULL
761,NULL
762,NULL
765,NULL
768,NULL
772,NULL
784,NULL
789,NULL
792,NULL
793,NULL
2,NULL
7,NULL
10,NULL
16,NULL
19,NULL
20,NULL
25,NULL
29,NULL
176,NULL
40,NULL
179,NULL
70,NULL
74,NULL
84,NULL
85,NULL
92,NULL
96,NULL
108,NULL
117,NULL
141,NULL
142,NULL
145,NULL
184,NULL
156,NULL
187,NULL
199,NULL
185,NULL
219,NULL
222,NULL
233,NULL
235,NULL
238,NULL
241,NULL
242,NULL
189,NULL
254,NULL
260,NULL
267,NULL
275,NULL
281,NULL
284,NULL
287,NULL
192,NULL
292,NULL
299,NULL
310,NULL
317,NULL
327,NULL
196,NULL
347,NULL
350,NULL
359,NULL
364,NULL
365,NULL
372,NULL
374,NULL
375,NULL
377,NULL
385,NULL
420,NULL
421,NULL
422,NULL
427,NULL
435,NULL
438,NULL
205,NULL
441,NULL
442,NULL
448,NULL
450,NULL
455,NULL
456,NULL
209,NULL
470,NULL
477,NULL
503,NULL
508,NULL
524,NULL
214,NULL
530,NULL
533,NULL
534,NULL
541,NULL
542,NULL
543,NULL
548,NULL
218,NULL
579,NULL
583,NULL
586,NULL
594,NULL
597,NULL
601,NULL
609,NULL
613,NULL
620,NULL
625,NULL
631,NULL
638,NULL
639,NULL
230,NULL
232,NULL
